Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
2015,292.0,6.0,49.88954,29995
1992,217.0,6.0,33.79614,2248
1996,145.0,6.0,24.1401,2000
2001,130.0,4.0,49.88954,12340
2016,210.0,4.0,53.10822,28020
2015,292.0,4.0,48.2802,39090
2007,138.0,4.0,51.49888,16995
2017,160.0,4.0,56.3269,24995
2013,270.0,6.0,41.84284,41105
2017,147.0,4.0,61.15492,18150
2015,292.0,4.0,49.88954,41100
2013,200.0,4.0,53.10822,23945
1994,236.0,4.0,38.62416,4191
2015,285.0,6.0,35.40548,37500
2016,227.0,4.0,45.06152,35970
2001,122.0,4.0,48.2802,14199
1999,132.0,4.0,53.10822,2000
2016,333.0,6.0,48.2802,57400
1993,94.0,4.0,43.45218,2000
2006,260.0,6.0,41.84284,24330
2007,138.0,4.0,45.06152,16695
2017,261.0,6.0,33.79614,35160
2015,240.0,4.0,48.2802,49900
1997,220.0,8.0,27.35878,2577
2015,270.0,6.0,38.62416,42370
2012,318.0,6.0,41.84284,44190
2017,268.0,4.0,38.62416,30195
2010,310.0,8.0,28.96812,25365
2015,220.0,4.0,54.71756,29880
1997,185.0,4.0,40.2335,2078
2003,185.0,6.0,35.40548,33790
2016,220.0,4.0,51.49888,39100
2015,138.0,4.0,56.3269,17845
2015,170.0,4.0,59.54558,19295
2016,208.0,4.0,49.88954,33950
2017,141.0,4.0,49.88954,26140
2016,184.0,4.0,53.10822,23195
2000,158.0,6.0,37.01482,2317
2015,170.0,4.0,53.10822,28280
2015,208.0,4.0,51.49888,33500
2017,270.0,6.0,51.49888,32690
2008,219.0,6.0,41.84284,23100
2015,272.0,4.0,46.67086,44520
2015,176.0,4.0,46.67086,26640
2015,272.0,4.0,48.2802,45615
2009,210.0,6.0,30.57746,32360
2014,138.0,4.0,61.15492,14645
1990,150.0,6.0,38.62416,2000
1992,94.0,4.0,46.67086,2000
2002,130.0,4.0,45.06152,14975
2017,141.0,4.0,49.88954,21465
1999,132.0,4.0,53.10822,2000
2016,159.0,4.0,33.79614,25185
2016,170.0,4.0,53.10822,28730
2015,182.0,4.0,41.84284,26800
2004,205.0,6.0,37.01482,27619
2016,285.0,6.0,35.40548,35370
2017,155.0,4.0,59.54558,22245
2015,145.0,4.0,61.15492,18250
2017,279.0,6.0,43.45218,40770
2013,170.0,5.0,53.10822,20595
1990,138.0,4.0,32.1868,2000
2015,288.0,6.0,41.84284,31335
2016,240.0,4.0,45.06152,38950
2009,150.0,5.0,45.06152,26990
2017,455.0,8.0,40.2335,69195
1993,160.0,6.0,33.79614,2000
2016,276.0,6.0,38.62416,32700
2015,176.0,4.0,46.67086,29850
2016,355.0,8.0,35.40548,52700
2017,194.0,4.0,48.2802,29030
2012,225.0,8.0,27.35878,26630
2000,200.0,6.0,37.01482,2241
2014,185.0,4.0,49.88954,23120
2009,235.0,6.0,40.2335,32900
2015,138.0,4.0,53.10822,21345
2015,429.0,8.0,37.01482,68750
2003,120.0,4.0,40.2335,18120
2000,115.0,4.0,45.06152,2473
2016,300.0,6.0,38.62416,57500
2011,177.0,4.0,43.45218,32320
2015,210.0,4.0,48.2802,29775
2015,328.0,6.0,46.67086,43650
2015,145.0,4.0,59.54558,21700
2016,270.0,6.0,38.62416,42375
1999,190.0,5.0,40.2335,2286
2003,200.0,6.0,35.40548,27870
1998,150.0,6.0,38.62416,2000
1998,95.0,4.0,38.62416,2019
2016,240.0,4.0,41.84284,39585
2017,268.0,4.0,48.2802,45995
2016,170.0,4.0,56.3269,24995
2004,140.0,4.0,53.10822,14930
2013,283.0,6.0,46.67086,25695
2016,332.0,6.0,41.84284,38370
2015,264.0,4.0,43.45218,31250
2012,332.0,8.0,37.01482,60285
2017,285.0,6.0,35.40548,39280
2017,290.0,6.0,40.2335,30790
2011,162.0,4.0,45.06152,24699
2016,288.0,6.0,35.40548,42145
2007,306.0,6.0,38.62416,31450
2009,155.0,4.0,48.2802,20720
2017,174.0,4.0,64.3736,22800
2017,467.0,8.0,40.2335,64165
2016,455.0,8.0,40.2335,48300
2016,185.0,4.0,49.88954,25845
2006,155.0,4.0,45.06152,14999
2016,200.0,4.0,51.49888,31570
2012,122.0,4.0,49.88954,18680
2014,317.0,8.0,28.96812,52860
2012,225.0,8.0,25.74944,31200
2013,402.0,8.0,32.1868,58800
1997,190.0,6.0,27.35878,2397
2015,150.0,4.0,74.02964,21640
1996,150.0,4.0,46.67086,2000
1997,255.0,8.0,27.35878,2468
1997,115.0,4.0,56.3269,2000
2016,240.0,4.0,56.3269,32850
2016,455.0,8.0,40.2335,43300
2015,182.0,4.0,40.2335,27950
2003,127.0,4.0,37.01482,19580
2008,210.0,6.0,41.84284,30710
2017,375.0,8.0,37.01482,39890
2012,218.0,6.0,46.67086,33100
2009,252.0,6.0,38.62416,28580
2013,158.0,4.0,45.06152,19210
2001,275.0,8.0,40.2335,40436
2014,268.0,6.0,41.84284,29770
2016,259.0,4.0,43.45218,34325
2003,140.0,4.0,48.2802,14030
2015,311.0,6.0,46.67086,38000
1993,165.0,6.0,32.1868,2000
2016,268.0,4.0,49.88954,56285
2015,175.0,4.0,53.10822,25195
2017,186.0,4.0,56.3269,34450
2016,281.0,6.0,35.40548,31205
2007,291.0,6.0,32.1868,31550
2016,429.0,8.0,37.01482,61500
1996,161.0,4.0,32.1868,2304
2015,160.0,4.0,64.3736,23170
2016,310.0,6.0,49.88954,54450
2013,200.0,4.0,53.10822,26195
2008,253.0,6.0,37.01482,34150
2017,169.0,4.0,43.45218,30215
2015,290.0,6.0,40.2335,30495
2000,300.0,8.0,35.40548,3965
2001,200.0,4.0,40.2335,23600
2017,147.0,4.0,54.71756,16490
2012,403.0,8.0,28.96812,69640
1992,152.0,4.0,38.62416,2000
2015,355.0,8.0,37.01482,49665
1994,155.0,6.0,27.35878,2000
2017,305.0,6.0,41.84284,47515
2017,184.0,4.0,57.93624,21995
2017,280.0,6.0,43.45218,33030
2004,240.0,6.0,38.62416,29100
2015,180.0,4.0,72.4203,39000
2017,212.0,4.0,75.63898,29605
2015,300.0,6.0,49.88954,54900
2016,303.0,6.0,41.84284,41550
2017,194.0,4.0,40.2335,34450
2017,284.0,6.0,43.45218,42070
2015,332.0,6.0,38.62416,45270
2017,285.0,6.0,35.40548,42075
2017,285.0,6.0,35.40548,39160
2017,241.0,4.0,49.88954,43675
1996,230.0,6.0,35.40548,2283
2006,201.0,6.0,33.79614,26615
2015,150.0,4.0,69.20162,41050
1992,90.0,4.0,46.67086,2000
2016,200.0,4.0,43.45218,27305
2013,268.0,6.0,40.2335,31120
2011,297.0,6.0,38.62416,36600
1995,225.0,6.0,41.84284,2000
2016,280.0,6.0,45.06152,50485
2003,185.0,6.0,35.40548,23820
2017,300.0,6.0,38.62416,59600
2015,170.0,4.0,57.93624,24375
2016,292.0,4.0,49.88954,35650
2015,152.0,4.0,37.01482,21970
2016,170.0,4.0,51.49888,28795
2010,239.0,5.0,28.96812,36355
2015,138.0,4.0,59.54558,13990
2002,205.0,6.0,30.57746,23300
2017,310.0,6.0,49.88954,36065
2016,268.0,6.0,49.88954,40450
2015,445.0,8.0,35.40548,72900
2016,240.0,4.0,41.84284,45955
2008,253.0,6.0,35.40548,36195
2003,175.0,6.0,43.45218,21690
1993,150.0,6.0,38.62416,2000
2016,137.0,4.0,61.15492,14995
2016,290.0,6.0,38.62416,36250
2006,157.0,4.0,48.2802,21025
1990,138.0,4.0,41.84284,2000
2016,248.0,6.0,45.06152,38050
2006,157.0,4.0,48.2802,20360
2016,335.0,6.0,45.06152,50675
2011,155.0,4.0,51.49888,18720
2017,197.0,4.0,51.49888,21610
1996,145.0,6.0,20.92142,2000
2017,285.0,6.0,35.40548,39870
1992,230.0,8.0,24.1401,2000
2014,240.0,4.0,54.71756,48950
2011,150.0,4.0,51.49888,16479
2015,200.0,4.0,48.2802,24900
2011,220.0,4.0,45.06152,43435
2016,138.0,4.0,67.59228,20195
2015,276.0,6.0,40.2335,36300
2017,181.0,4.0,40.2335,24490
2016,160.0,4.0,57.93624,19595
1991,170.0,6.0,38.62416,2000
2013,200.0,4.0,53.10822,25300
2016,283.0,6.0,38.62416,28395
1994,135.0,4.0,41.84284,2000
2007,245.0,6.0,33.79614,37295
2007,285.0,8.0,28.96812,27580
2015,192.0,4.0,49.88954,33315
2007,291.0,6.0,32.1868,28950
2016,460.0,8.0,46.67086,60400
2016,285.0,6.0,38.62416,34465
2017,290.0,6.0,41.84284,45950
2017,281.0,6.0,35.40548,36100
2017,231.0,4.0,46.67086,38620
2004,202.0,6.0,28.96812,22985
1991,150.0,8.0,35.40548,2000
1995,63.0,4.0,61.15492,2000
1992,155.0,6.0,32.1868,2000
2017,148.0,4.0,48.2802,20995
2006,242.0,6.0,41.84284,24930
2016,285.0,8.0,25.74944,37500
2013,320.0,8.0,33.79614,44580
2008,285.0,6.0,32.1868,33945
2017,283.0,6.0,38.62416,29795
2009,264.0,6.0,38.62416,29420
2007,252.0,6.0,33.79614,27549
2015,178.0,4.0,56.3269,26150
2000,132.0,4.0,49.88954,2044
2015,220.0,4.0,54.71756,29280
2015,325.0,6.0,38.62416,36400
2012,297.0,6.0,38.62416,37200
1991,143.0,6.0,32.1868,2000
2003,185.0,6.0,38.62416,22440
1995,205.0,8.0,25.74944,2474
2016,138.0,4.0,53.10822,21495
2015,355.0,8.0,35.40548,50850
2015,281.0,6.0,38.62416,33975
2015,101.0,4.0,64.3736,18700
2016,308.0,6.0,37.01482,48840
2010,160.0,4.0,48.2802,21599
2016,266.0,6.0,37.01482,34180
2017,147.0,4.0,61.15492,19200
2006,203.0,6.0,35.40548,28355
2015,170.0,4.0,51.49888,30425
2017,281.0,6.0,35.40548,38650
2015,205.0,4.0,49.88954,24590
2016,188.0,4.0,65.98294,26480
2003,190.0,6.0,28.96812,24450
2014,317.0,8.0,30.57746,42680
2008,182.0,6.0,41.84284,18895
2008,215.0,6.0,30.57746,22150
2009,166.0,4.0,38.62416,23585
2007,295.0,8.0,30.57746,30755
2010,268.0,6.0,30.57746,49300
2004,202.0,6.0,28.96812,23830
2015,180.0,4.0,45.06152,25155
2015,285.0,6.0,38.62416,26670
2017,420.0,8.0,35.40548,65965
2017,355.0,8.0,32.1868,55605
1992,140.0,6.0,41.84284,2000
2016,168.0,4.0,49.88954,21995
2014,308.0,6.0,38.62416,45255
2015,272.0,4.0,46.67086,40445
2015,290.0,6.0,40.2335,34250
2014,200.0,4.0,54.71756,28500
1998,119.0,4.0,38.62416,2432
2011,403.0,8.0,28.96812,67350
1990,165.0,6.0,40.2335,2000
1997,185.0,4.0,40.2335,2000
2015,328.0,6.0,43.45218,38950
2010,297.0,6.0,37.01482,35200
2017,296.0,6.0,43.45218,46170
1991,125.0,6.0,27.35878,2000
2016,278.0,6.0,32.1868,32460
2014,278.0,6.0,45.06152,37240
2016,305.0,6.0,41.84284,26510
2015,355.0,8.0,35.40548,43450
2015,264.0,4.0,38.62416,33000
1992,180.0,6.0,27.35878,2000
2015,170.0,4.0,53.10822,25885
2016,355.0,8.0,35.40548,41890
2016,285.0,8.0,25.74944,33915
2017,460.0,8.0,40.2335,64450
2015,325.0,6.0,41.84284,41670
2011,332.0,8.0,37.01482,39095
2016,220.0,4.0,53.10822,30620
2007,300.0,8.0,25.74944,41525
2017,381.0,8.0,27.35878,34340
2016,178.0,4.0,62.76426,24140
2015,184.0,4.0,59.54558,21190
2008,145.0,4.0,48.2802,17935
2007,295.0,8.0,27.35878,30550
2010,166.0,4.0,40.2335,22635
1997,220.0,8.0,27.35878,2862
2015,185.0,4.0,57.93624,30195
2017,188.0,4.0,51.49888,20250
2012,261.0,6.0,30.57746,29550
1991,130.0,4.0,41.84284,2000
2004,190.0,6.0,30.57746,21055
1996,145.0,6.0,20.92142,2000
2015,302.0,6.0,43.45218,59000
2017,381.0,8.0,27.35878,50030
2004,231.0,8.0,27.35878,26460
2016,330.0,6.0,38.62416,53500
2015,240.0,4.0,53.10822,42750
2016,288.0,6.0,43.45218,29540
2008,172.0,6.0,38.62416,22770
2015,261.0,6.0,35.40548,23660
2009,192.0,6.0,41.84284,22295
2017,169.0,4.0,43.45218,25585
2011,227.0,6.0,43.45218,33130
2011,265.0,6.0,40.2335,29089
2014,273.0,6.0,35.40548,34070
2006,201.0,6.0,37.01482,26250
2015,173.0,4.0,53.10822,18590
2001,190.0,6.0,28.96812,25170
2003,217.0,8.0,22.53076,38350
2016,265.0,6.0,41.84284,44400
2014,306.0,6.0,43.45218,47140
2016,485.0,8.0,37.01482,37995
1993,74.0,4.0,54.71756,2000
2012,168.0,4.0,46.67086,21345
2016,170.0,4.0,54.71756,21350
2017,182.0,4.0,45.06152,32670
2014,173.0,4.0,46.67086,20595
2015,281.0,6.0,37.01482,38295
2016,138.0,4.0,56.3269,17545
1990,144.0,6.0,30.57746,2000
2009,198.0,4.0,53.10822,26650
1998,168.0,5.0,43.45218,2000
2015,305.0,6.0,41.84284,33420
2016,106.0,4.0,57.93624,17670
2016,293.0,6.0,45.06152,44090
2005,275.0,6.0,27.35878,36060
2017,155.0,4.0,59.54558,17845
2008,285.0,6.0,32.1868,34020
2015,160.0,4.0,54.71756,26595
2003,120.0,4.0,40.2335,16570
2016,178.0,4.0,46.67086,31745
1999,160.0,6.0,32.1868,2870
2009,166.0,4.0,38.62416,21475
2013,360.0,6.0,51.49888,54750
2016,335.0,6.0,38.62416,66350
1998,93.0,4.0,56.3269,2148
2014,210.0,4.0,51.49888,29955
2017,293.0,6.0,45.06152,39300
2015,155.0,4.0,64.3736,24295
2016,400.0,6.0,41.84284,47950
2008,382.0,8.0,33.79614,63200
2014,317.0,8.0,27.35878,32210
2009,186.0,6.0,41.84284,30270
2015,109.0,4.0,64.3736,18660
2004,150.0,4.0,51.49888,17640
1991,162.0,5.0,32.1868,2000
2016,278.0,6.0,38.62416,31625
2015,300.0,6.0,38.62416,41800
2005,190.0,6.0,32.1868,25480
2007,127.0,4.0,45.06152,16049
2015,170.0,4.0,51.49888,30095
2014,184.0,4.0,53.10822,20995
1998,195.0,6.0,41.84284,2655
2017,170.0,4.0,53.10822,19995
2012,200.0,4.0,53.10822,27375
2012,185.0,4.0,38.62416,23030
2016,280.0,6.0,41.84284,34380
2015,240.0,4.0,53.10822,50750
1998,200.0,6.0,33.79614,2430
2013,255.0,8.0,24.1401,32785
2015,150.0,4.0,64.3736,30195
1991,170.0,8.0,20.92142,2000
2002,130.0,4.0,45.06152,13075
2015,236.0,6.0,30.57746,36635
2016,185.0,4.0,53.10822,32095
2008,240.0,6.0,37.01482,29330
1990,140.0,6.0,43.45218,2000
2015,168.0,4.0,41.84284,22695
2002,205.0,6.0,30.57746,30900
2012,166.0,4.0,37.01482,23949
1992,74.0,4.0,54.71756,2000
2015,329.0,6.0,46.67086,53350
2014,140.0,4.0,62.76426,29465
2010,239.0,5.0,28.96812,35960
2003,170.0,6.0,43.45218,21585
2013,200.0,4.0,53.10822,30795
2017,355.0,8.0,35.40548,54230
1991,138.0,4.0,41.84284,2000
1994,120.0,6.0,41.84284,2000
2016,365.0,6.0,33.79614,44410
2014,170.0,4.0,51.49888,27295
1990,114.0,4.0,41.84284,2000
2011,335.0,6.0,41.84284,46135
2011,185.0,4.0,46.67086,23049
2001,150.0,6.0,30.57746,18360
2017,290.0,6.0,37.01482,35775
2017,120.0,4.0,56.3269,14130
1993,136.0,4.0,35.40548,2000
2017,153.0,4.0,62.76426,23475
2010,155.0,4.0,51.49888,18720
2015,270.0,6.0,41.84284,50220
2016,152.0,4.0,37.01482,23230
2017,245.0,4.0,49.88954,39510
2014,170.0,4.0,77.24832,27645
2016,175.0,4.0,53.10822,24150
2015,175.0,4.0,53.10822,30295
2000,143.0,6.0,32.1868,3394
2015,200.0,4.0,43.45218,28535
2017,300.0,6.0,48.2802,37090
2016,303.0,6.0,41.84284,45315
2012,128.0,4.0,53.10822,17050
2015,301.0,8.0,32.1868,61115
2002,140.0,4.0,48.2802,17805
2015,240.0,4.0,38.62416,41700
2011,143.0,4.0,43.45218,19855
2009,239.0,8.0,38.62416,52055
2015,300.0,6.0,48.2802,26840
2016,292.0,6.0,43.45218,41055
1991,170.0,6.0,40.2335,2000
2016,420.0,6.0,38.62416,69955
2011,220.0,4.0,53.10822,38525
1994,135.0,4.0,41.84284,2000
2016,240.0,4.0,45.06152,40950
1992,172.0,6.0,38.62416,2000
2017,182.0,4.0,49.88954,27300
2016,160.0,4.0,54.71756,29995
2017,290.0,6.0,37.01482,34950
2014,280.0,8.0,27.35878,34160
2015,132.0,4.0,57.93624,21950
2013,400.0,8.0,32.1868,61350
2016,285.0,6.0,35.40548,36680
2008,127.0,4.0,45.06152,14489
2008,210.0,6.0,28.96812,27625
2016,200.0,4.0,49.88954,34475
1997,190.0,5.0,38.62416,2000
2016,138.0,4.0,48.2802,25565
2014,184.0,4.0,48.2802,29070
1996,161.0,4.0,32.1868,2064
2002,201.0,6.0,28.96812,26200
1992,74.0,4.0,59.54558,2000
2017,280.0,6.0,41.84284,39255
2008,242.0,5.0,28.96812,39290
2015,381.0,8.0,28.96812,29120
2016,201.0,4.0,46.67086,20690
2014,662.0,8.0,38.62416,60110
2017,164.0,4.0,41.84284,24100
2015,270.0,6.0,40.2335,40970
2008,150.0,4.0,38.62416,19785
2016,160.0,4.0,54.71756,26395
2007,295.0,8.0,30.57746,28915
2016,160.0,4.0,48.2802,24795
2017,381.0,8.0,28.96812,39280
2002,215.0,6.0,43.45218,24580
2017,365.0,6.0,32.1868,66347
1994,164.0,6.0,35.40548,2000
2013,200.0,4.0,49.88954,26795
2008,297.0,6.0,37.01482,33300
1995,372.0,12.0,28.96812,8488
2015,290.0,6.0,45.06152,48840
2016,208.0,4.0,51.49888,34500
2015,282.0,6.0,40.2335,32545
2003,190.0,6.0,28.96812,24670
1994,155.0,6.0,27.35878,2000
2006,215.0,6.0,27.35878,36159
2001,225.0,8.0,24.1401,23360
2008,302.0,8.0,30.57746,28520
1994,200.0,8.0,25.74944,2000
2016,282.0,6.0,40.2335,26540
2004,205.0,6.0,43.45218,32085
2003,185.0,6.0,38.62416,29240
2015,175.0,4.0,54.71756,22500
2017,285.0,6.0,38.62416,37835
2017,283.0,6.0,40.2335,26695
2013,170.0,5.0,49.88954,24395
2013,192.0,4.0,49.88954,33015
2015,285.0,8.0,27.35878,36700
2016,134.0,4.0,64.3736,30935
2015,182.0,4.0,61.15492,22560
2016,150.0,4.0,69.20162,35900
2003,108.0,4.0,57.93624,11045
1994,116.0,4.0,40.2335,2000
2017,175.0,4.0,54.71756,25995
1991,217.0,6.0,35.40548,2179
2011,166.0,4.0,40.2335,21099
1991,177.0,6.0,28.96812,2199
1990,105.0,4.0,40.2335,2000
1997,230.0,6.0,35.40548,2749
2011,177.0,4.0,43.45218,34830
2005,200.0,6.0,33.79614,30990
2017,278.0,6.0,51.49888,33175
2009,210.0,6.0,32.1868,21520
2007,210.0,6.0,43.45218,22260
1999,205.0,6.0,43.45218,2356
2006,268.0,6.0,40.2335,46060
1997,170.0,4.0,41.84284,2000
1997,200.0,6.0,32.1868,2554
2016,169.0,4.0,46.67086,23675
2017,200.0,4.0,51.49888,26975
2012,200.0,4.0,53.10822,26695
2016,182.0,4.0,62.76426,22900
2017,170.0,4.0,48.2802,30530
2008,252.0,6.0,41.84284,26960
2017,526.0,8.0,33.79614,54295
2015,170.0,4.0,59.54558,20095
2017,240.0,4.0,57.93624,38100
2009,210.0,6.0,28.96812,26810
2015,250.0,6.0,40.2335,37370
2008,215.0,6.0,37.01482,39130
2016,182.0,4.0,59.54558,24470
1992,90.0,4.0,41.84284,2000
2017,194.0,4.0,41.84284,38350
2016,308.0,6.0,38.62416,37605
2016,355.0,8.0,37.01482,41250
1993,136.0,4.0,35.40548,2000
2016,275.0,6.0,48.2802,52600
2016,261.0,6.0,33.79614,28380
2017,333.0,6.0,40.2335,64300
2016,180.0,4.0,49.88954,23335
2006,218.0,6.0,43.45218,32300
2017,241.0,4.0,48.2802,42650
2017,182.0,4.0,45.06152,36025
2017,282.0,6.0,37.01482,36565
1991,116.0,4.0,32.1868,2000
2017,287.0,6.0,45.06152,28595
2011,171.0,4.0,41.84284,25495
2017,130.0,4.0,59.54558,18700
2015,288.0,6.0,37.01482,49690
2017,152.0,4.0,37.01482,22860
2014,273.0,6.0,35.40548,36625
2006,180.0,6.0,38.62416,20130
2007,182.0,6.0,40.2335,20195
2014,179.0,4.0,49.88954,20210
2015,152.0,4.0,37.01482,17990
2016,455.0,8.0,46.67086,55400
2015,175.0,4.0,54.71756,24035
2017,255.0,6.0,41.84284,40200
1994,116.0,4.0,32.1868,2293
2016,280.0,6.0,45.06152,47870
2007,285.0,8.0,30.57746,25960
1991,108.0,4.0,48.2802,2000
2007,252.0,6.0,35.40548,25949
1995,230.0,6.0,37.01482,2000
2015,425.0,6.0,41.84284,72500
2001,205.0,6.0,30.57746,27300
1998,155.0,4.0,40.2335,4107
2017,296.0,6.0,43.45218,40830
2017,280.0,6.0,40.2335,34815
1990,90.0,4.0,24.1401,2000
2017,290.0,6.0,40.2335,43900
2017,261.0,6.0,33.79614,33390
2017,365.0,6.0,33.79614,59940
2003,130.0,4.0,48.2802,14810
2012,328.0,6.0,43.45218,40250
2016,285.0,6.0,38.62416,37345
2017,304.0,6.0,41.84284,66795
2015,170.0,4.0,53.10822,24490
2012,348.0,6.0,40.2335,49800
2009,306.0,6.0,37.01482,37870
2016,224.0,6.0,43.45218,30995
2014,210.0,4.0,46.67086,31795
1999,240.0,6.0,40.2335,2379
2017,285.0,6.0,35.40548,37425
2015,240.0,4.0,49.88954,36050
2015,145.0,4.0,59.54558,15890
2007,295.0,8.0,30.57746,26245
2005,340.0,8.0,35.40548,56400
1998,168.0,6.0,40.2335,2107
1999,190.0,6.0,30.57746,2691
2016,325.0,6.0,38.62416,35850
2014,195.0,6.0,30.57746,27710
1993,224.0,4.0,38.62416,2000
2011,261.0,6.0,32.1868,25279
2016,210.0,4.0,49.88954,32550
2017,200.0,4.0,45.06152,36600
1996,260.0,8.0,38.62416,2000
2015,282.0,6.0,37.01482,30975
2012,263.0,4.0,40.2335,24000
2016,160.0,4.0,53.10822,20795
2011,260.0,6.0,33.79614,30245
2005,205.0,6.0,43.45218,35555
2016,275.0,4.0,48.2802,36800
2008,150.0,5.0,46.67086,20990
1999,255.0,8.0,27.35878,3372
2009,227.0,5.0,41.84284,33800
2008,252.0,6.0,41.84284,26755
2015,148.0,4.0,54.71756,24795
2015,290.0,6.0,38.62416,38200
2001,225.0,8.0,27.35878,22305
2014,310.0,8.0,27.35878,32760
2017,148.0,4.0,46.67086,19795
2008,285.0,6.0,32.1868,29780
2015,173.0,4.0,41.84284,25195
2016,333.0,6.0,41.84284,55100
2017,138.0,4.0,62.76426,19720
2016,170.0,4.0,61.15492,28410
1995,160.0,6.0,41.84284,2000
2014,340.0,6.0,30.57746,49700
2017,170.0,4.0,53.10822,25975
2007,306.0,6.0,40.2335,32700
2005,300.0,8.0,28.96812,40235
2013,255.0,8.0,24.1401,36545
2017,450.0,6.0,28.96812,51310
2017,420.0,8.0,35.40548,68665
2017,189.0,4.0,51.49888,25415
2016,197.0,4.0,51.49888,21460
2016,145.0,4.0,61.15492,19700
2015,200.0,4.0,41.84284,37650
2017,148.0,4.0,53.10822,23495
2013,318.0,6.0,43.45218,38905
2017,278.0,6.0,38.62416,30190
1998,95.0,4.0,41.84284,2000
2016,138.0,4.0,54.71756,22645
1991,134.0,6.0,37.01482,2311
2017,131.0,4.0,41.84284,23515
2015,150.0,4.0,65.98294,26430
1997,200.0,6.0,32.1868,2486
2016,131.0,4.0,41.84284,20870
1990,162.0,4.0,32.1868,2000
2012,200.0,4.0,53.10822,31095
2016,355.0,8.0,35.40548,44910
2017,375.0,8.0,37.01482,32890
2016,295.0,6.0,40.2335,43895
2017,285.0,6.0,38.62416,35080
2002,225.0,6.0,41.84284,37900
2015,380.0,6.0,38.62416,66995
2002,125.0,4.0,46.67086,18785
2001,79.0,4.0,49.88954,10949
2004,302.0,8.0,27.35878,42755
2015,285.0,6.0,35.40548,39240
2016,260.0,6.0,41.84284,34840
2016,153.0,4.0,65.98294,16620
2017,278.0,6.0,37.01482,33265
2015,302.0,6.0,45.06152,54800
1993,230.0,8.0,24.1401,2000
2010,210.0,6.0,32.1868,23630
2017,78.0,3.0,67.59228,16995
2005,275.0,6.0,28.96812,29780
2017,192.0,4.0,74.02964,25995
2011,177.0,4.0,49.88954,33080
2016,201.0,4.0,57.93624,29900
2014,167.0,4.0,45.06152,28665
2004,165.0,6.0,32.1868,19865
2015,138.0,4.0,48.2802,30935
2003,130.0,4.0,45.06152,13680
2014,338.0,6.0,54.71756,60430
2016,278.0,6.0,54.71756,30745
2015,132.0,4.0,59.54558,22955
2017,275.0,6.0,30.57746,35810
2011,132.0,4.0,51.49888,19685
2015,306.0,6.0,41.84284,57330
1994,165.0,6.0,32.1868,2000
2015,285.0,6.0,35.40548,37680
2016,261.0,6.0,35.40548,24050
2007,210.0,6.0,43.45218,24530
2016,160.0,4.0,57.93624,17225
2005,165.0,4.0,40.2335,23145
2014,310.0,8.0,27.35878,34525
2007,155.0,4.0,49.88954,22200
1997,230.0,8.0,30.57746,2668
1996,205.0,6.0,43.45218,2000
2014,306.0,6.0,41.84284,41850
2002,190.0,6.0,32.1868,14961
2015,188.0,4.0,49.88954,22100
2013,200.0,4.0,51.49888,27295
1995,100.0,4.0,53.10822,2000
2017,252.0,4.0,45.06152,51400
2010,155.0,4.0,59.54558,14990
2016,278.0,6.0,51.49888,34225
1998,119.0,4.0,38.62416,2179
2017,355.0,8.0,37.01482,41420
2014,273.0,6.0,38.62416,35035
2017,252.0,4.0,51.49888,49800
2002,200.0,6.0,33.79614,27460
1998,150.0,6.0,38.62416,2000
2013,260.0,6.0,28.96812,28210
2013,128.0,4.0,53.10822,18155
1997,200.0,6.0,28.96812,2583
2009,239.0,5.0,28.96812,30750
2014,333.0,6.0,45.06152,55400
2013,200.0,4.0,53.10822,26195
2016,148.0,4.0,59.54558,22095
2009,175.0,4.0,43.45218,21295
2014,280.0,6.0,46.67086,39760
2013,180.0,4.0,45.06152,29615
2006,274.0,4.0,37.01482,29925
2008,210.0,6.0,28.96812,27625
2015,285.0,8.0,27.35878,33760
2015,188.0,4.0,49.88954,26940
2017,381.0,8.0,27.35878,65215
2005,230.0,6.0,35.40548,37425
2016,235.0,4.0,45.06152,36365
2017,220.0,4.0,54.71756,43550
2015,281.0,6.0,37.01482,35975
2015,290.0,6.0,37.01482,40200
2016,155.0,4.0,56.3269,21795
2015,707.0,8.0,35.40548,58295
2004,185.0,6.0,38.62416,32125
2016,268.0,4.0,46.67086,47560
2012,230.0,6.0,45.06152,36900
2013,240.0,4.0,38.62416,38900
2004,217.0,8.0,22.53076,34330
1992,230.0,8.0,24.1401,2000
1996,155.0,4.0,41.84284,3713
1994,92.0,4.0,56.3269,2000
2015,300.0,6.0,51.49888,46250
2017,200.0,4.0,53.10822,28745
2017,287.0,6.0,37.01482,32730
2016,325.0,6.0,41.84284,40065
1996,212.0,6.0,22.53076,3667
2017,280.0,6.0,40.2335,31275
2009,252.0,6.0,37.01482,27395
2010,310.0,8.0,28.96812,31730
1994,345.0,8.0,27.35878,7419
2016,220.0,4.0,51.49888,43100
2000,143.0,6.0,33.79614,2413
2016,283.0,6.0,40.2335,37345
1996,155.0,4.0,46.67086,2000
2009,175.0,4.0,43.45218,17495
1997,230.0,8.0,27.35878,3120
2011,148.0,4.0,48.2802,18299
2016,280.0,6.0,41.84284,38855
2016,278.0,6.0,38.62416,31125
2009,155.0,4.0,56.3269,16460
2017,278.0,6.0,32.1868,33075
2017,160.0,4.0,48.2802,22995
